0,1
dataset\archive\dataset\a04-043-s00-01.png,defence of the Polaris missile base .
dataset\archive\dataset\c06-039-s02-02.png,will put a postage stamp into orbit before you
dataset\archive\dataset\d06-046-s01-05.png,veritable surge of energy .
dataset\archive\dataset\g06-047a-s01-01.png,"Dr Giuseppe Mauro , whom Anglesey consulted"
dataset\archive\dataset\n04-130-s04-00.png,"If he doesn't mind ,"
dataset\archive\dataset\d04-117-s02-02.png,"drink . """
dataset\archive\dataset\p02-008-s03-02.png,of despair Gay knew that of course
dataset\archive\dataset\a01-026-s01-02.png,the United Federal Party and the Dominion Party .
dataset\archive\dataset\k02-112-s02-02.png,made it as such .
dataset\archive\dataset\k07-166-s08-01.png,quite an erotic little beast ; can
dataset\archive\dataset\c06-116-s02-01.png,stunner in every sense of the word .
dataset\archive\dataset\g06-011h-s02-02.png,resource .
dataset\archive\dataset\a02-027-s01-01.png,including a compulsory savings scheme which the
dataset\archive\dataset\g01-045-s00-02.png,"of the feudal system , as its chief landowner"
dataset\archive\dataset\f01-058-s02-03.png,"logists , many of whom would like to"
dataset\archive\dataset\g06-011b-s04-00.png,"What a gay , lively"
dataset\archive\dataset\m06-098-s06-03.png,everlasting night .
dataset\archive\dataset\j07-009-s01-05.png,of fins only 0.006 in. ( 0.15 mm. ) thick .
dataset\archive\dataset\g06-047p-s01-01.png,"Dr Giuseppe Mauro , whom Anglesey consulted in"
dataset\archive\dataset\p03-096-s03-00.png,""" I shall take"
dataset\archive\dataset\j07-005-s01-00.png,"The narrower coolant passages were also packed with foil ,"
dataset\archive\dataset\g06-011f-s01-01.png,told Cloncurry that he enjoyed it as much as his health permitted
dataset\archive\dataset\g06-037j-s02-02.png,unceasing search for an effective alleviation
dataset\archive\dataset\p06-242-s01-02.png,"retorted and in that second , he became the man of"
dataset\archive\dataset\k01-051-s02-02.png,spent in committee making decisions for others
dataset\archive\dataset\n06-194-s04-01.png,"on getting your gold to the bank , then we 'll"
dataset\archive\dataset\f07-101b-s00-00.png,"The same man went to see Carlyle , and , after mentioning"
dataset\archive\dataset\f07-084b-s00-01.png,in France as is tea drinking among ourselves and it is
dataset\archive\dataset\c03-096c-s00-01.png,from appreciable motives .
dataset\archive\dataset\m06-048-s06-01.png,heedlessly thrown down their souls .
dataset\archive\dataset\d04-117-s02-00.png,""" Anybody who is hungry , let him come"
dataset\archive\dataset\r02-117-s03-01.png,and I 'm NOT irritable . '
dataset\archive\dataset\r06-076-s00-01.png,Mediterranean people to whom nothing
dataset\archive\dataset\k07-125-s07-00.png,She nodded :
dataset\archive\dataset\h05-012-s01-04.png,which have been carried out .
dataset\archive\dataset\g06-042c-s00-02.png,6tic douloureux .
dataset\archive\dataset\n06-074-s06-01.png,"Jeannie 'll be on that coach , Dan . """
dataset\archive\dataset\e04-026-s02-00.png,When determining
dataset\archive\dataset\f07-009-s02-00.png,The sharing of
dataset\archive\dataset\c03-096f-s00-01.png,explicably from appreciable motives .
dataset\archive\dataset\m02-083-s02-00.png,Harry was
dataset\archive\dataset\c02-035-s01-02.png,"Third Reich with the sinking of the great ocean liner ,"
dataset\archive\dataset\a04-039-s00-00.png,"In VIENNA , before flying off to Moscow ,"
dataset\archive\dataset\l04-141-s01-02.png,with the money somewhere . '
dataset\archive\dataset\k02-102-s01-01.png,usual enquiries and comments about Nigel's various mistresses
dataset\archive\dataset\l04-093-s02-01.png,"replacing the panel , but the possibility of anyone having"
dataset\archive\dataset\g06-042g-s01-02.png,"point of death , the new German curative method known as"
dataset\archive\dataset\b01-073-s04-03.png,not weaken it further by desertion .
dataset\archive\dataset\k01-051-s00-02.png,"an executive , be eternally differentiated from"
dataset\archive\dataset\a06-090-s03-02.png,"Monday , took up a position almost hidden"
dataset\archive\dataset\r03-035-s02-00.png,""" Not yet ,"
dataset\archive\dataset\a01-117-s03-03.png,"industry , whose profits had risen by up to 400"
dataset\archive\dataset\m01-084-s03-00.png,He had just finished
dataset\archive\dataset\g04-017-s02-00.png,For five years in succession till
dataset\archive\dataset\g06-026c-s01-02.png,ever was .
dataset\archive\dataset\f07-046b-s01-00.png,So have the Japanese and the Chinese .
dataset\archive\dataset\g06-031d-s01-00.png,' I tremble !
dataset\archive\dataset\g06-045l-s00-03.png,cultivated with extraordinary success in France and
dataset\archive\dataset\p02-139-s03-00.png,He 's getting on well but is pretty helpless still with his
dataset\archive\dataset\b02-097-s01-00.png,We must not be overconfident
dataset\archive\dataset\b06-019-s00-01.png,Strauss and last month he attacked
dataset\archive\dataset\g06-011n-s00-00.png,By the end of the month he still
dataset\archive\dataset\p03-142-s07-01.png,"isn't as bad as an operation , Nigel ! """
dataset\archive\dataset\g01-027-s01-00.png,A modern government needs
dataset\archive\dataset\c03-087d-s00-01.png,most treatments of its subject by
dataset\archive\dataset\p03-047-s06-01.png,"face , Di , but it certainly looked like"
dataset\archive\dataset\p02-135-s01-01.png,to get out her compact and saw Grace's
dataset\archive\dataset\a05-025-s01-00.png,Mr. Watkinson has had the utmost support
dataset\archive\dataset\e07-108-s02-02.png,usually need less water than those in clay
dataset\archive\dataset\g07-071a-s01-01.png,was without the right to make such
dataset\archive\dataset\f04-093-s00-02.png,"girl , and he said he had last seen her"
dataset\archive\dataset\f07-024b-s00-01.png,known any way of cooking meat
dataset\archive\dataset\e04-000-s00-01.png,family man or father-to-be .
dataset\archive\dataset\p03-087-s01-00.png,His motor-bike had
dataset\archive\dataset\p03-163-s06-01.png,"about serious things like engagements . """
dataset\archive\dataset\g07-038-s02-04.png,"her good grandmother , the Countess of"
dataset\archive\dataset\e02-094-s02-01.png,machines .
dataset\archive\dataset\a06-000-s02-00.png,Mr
dataset\archive\dataset\a05-053-s01-02.png,if a further deterioration in the situation
dataset\archive\dataset\r06-070-s02-01.png,they galloped to the walls and spumed
dataset\archive\dataset\g06-037k-s02-02.png,an effective alleviation of his painful malady .
dataset\archive\dataset\a03-040-s01-06.png,Conservatives and 12 per cent for the C.C.F. ) .
dataset\archive\dataset\r03-096-s02-01.png,could get quite a nice little semi-detached house in
dataset\archive\dataset\e02-086-s02-03.png,which other tools can be added as the need arises .
dataset\archive\dataset\g01-070-s02-00.png,There were dark reasons for a meeting so
dataset\archive\dataset\a06-064-s01-00.png,"This apparently , was Mr. Macmillan's assessment ."
dataset\archive\dataset\a01-014-s04-01.png,"chief aide , Mr. Julius Greenfield , telephoned"
dataset\archive\dataset\e07-007-s02-01.png,"religiosa ) , both native and "" immigrant "" varieties ,"
dataset\archive\dataset\e04-103-s00-00.png,"Having trimmed up the chines , we are now ready"
dataset\archive\dataset\b05-067-s02-00.png,In examination he betrayed an expert and
dataset\archive\dataset\b06-100-s03-01.png,"speaking from experience , stated :"
dataset\archive\dataset\a06-110-s01-00.png,"this "" by some # people"
dataset\archive\dataset\m04-246-s00-00.png,"Mutinous dog , thought the Rev. Edwards , who hadn't"
dataset\archive\dataset\p03-142-s06-00.png,Again her laughter trilled .
dataset\archive\dataset\c06-083-s01-00.png,Mr. Hudson is an American millionaire who spends each
dataset\archive\dataset\g01-022-s00-06.png,THEIR MONEY WELL SPENT IN FIN-
dataset\archive\dataset\e01-055-s00-00.png,One can remember with horror the pictures of the
dataset\archive\dataset\a04-039-s01-00.png,Replying to a farewell speech from Austrian President
dataset\archive\dataset\m04-216-s04-01.png,"a supply of food . """
dataset\archive\dataset\c04-004-s02-03.png,carrot was dangled before his nose .
dataset\archive\dataset\m06-083-s06-01.png,from harm . '
dataset\archive\dataset\j01-063-s00-01.png,minimised by a close fitting cylindrical
dataset\archive\dataset\g04-101-s00-02.png,"havens of rest , and the welcome has never"
dataset\archive\dataset\g06-011c-s00-01.png,Naples .
dataset\archive\dataset\h07-017-s01-04.png,"new towns is roughly the same except at Hatfield ,"
dataset\archive\dataset\e02-000-s02-01.png,"the more elaborate varieties , however , a toe is"
dataset\archive\dataset\m04-081-s10-00.png,""" But something very untoward has"
dataset\archive\dataset\n04-100-s01-00.png,Check and counter-check - nothing but the truth .
dataset\archive\dataset\p06-052-s01-03.png,him .
dataset\archive\dataset\b03-025-s01-00.png,What the council has done -
dataset\archive\dataset\g06-031g-s01-00.png,' I tremble !
dataset\archive\dataset\j06-056-s00-03.png,of gravity .
dataset\archive\dataset\n02-028-s02-01.png,"had had a thoroughly good time , and it would take them"
dataset\archive\dataset\g06-011k-s04-00.png,"What a gay , lively"
dataset\archive\dataset\a01-007x-s02-01.png,two rival African Nationalist Parties of Northern
dataset\archive\dataset\g06-050m-s02-04.png,"sedate , not easily irritated , patient and"
dataset\archive\dataset\g06-011p-s01-00.png,He
dataset\archive\dataset\a01-014-s00-01.png,the London talks on the Protectorate's
dataset\archive\dataset\g06-047c-s01-01.png,"Neapolitan , Dr Giuseppe Mauro , whom Anglesey"
dataset\archive\dataset\n06-111-s00-00.png,""" Fenton or Somers , "" he said ."
dataset\archive\dataset\l07-176-s03-01.png,"the first I had heard of it , but that 's"
dataset\archive\dataset\d04-053-s02-01.png,think of the animals first ( which is of course
dataset\archive\dataset\l07-176-s02-02.png,"going between terms at college . """
dataset\archive\dataset\b01-079-s03-00.png,When the United Nations instructed
dataset\archive\dataset\j06-022-s01-04.png,reported as showing no migration .
dataset\archive\dataset\c06-111-s02-01.png,The Marriage-Go-Round is not entirely a waste of
dataset\archive\dataset\c03-016b-s00-01.png,realism in the situation .
dataset\archive\dataset\b06-049-s02-00.png,Many members
dataset\archive\dataset\n06-148-s03-00.png,He
dataset\archive\dataset\b06-036-s03-00.png,"Today ,"
dataset\archive\dataset\e04-034-s01-00.png,Then thoroughly glasspaper the whole
dataset\archive\dataset\d04-008-s02-00.png,We are also told that the Shamir
dataset\archive\dataset\a01-102-s02-01.png,are dealing with a noble edifice which
dataset\archive\dataset\g06-037g-s00-00.png,"God grant , however , that I may be a false prophet"
dataset\archive\dataset\f07-013-s00-02.png,unlimited in its variety and its presen-
dataset\archive\dataset\a06-152-s01-01.png,# of East Germany into West
dataset\archive\dataset\b01-023-s00-00.png,"Seen in this wider picture , a South Africa that clings to"
dataset\archive\dataset\e04-043-s02-03.png,margin of freeboard .
dataset\archive\dataset\m02-059-s00-01.png,"never her husband , a fact he accepted as inevitable ."
dataset\archive\dataset\b04-000-s01-01.png,scrap of evidence - of being implicated in
dataset\archive\dataset\g06-042d-s01-02.png,known as homoeopathy had been brought to his notice .
dataset\archive\dataset\g06-045d-s00-05.png,"who had studied under its founder , the aged Dr. Samuel"
dataset\archive\dataset\l04-159-s00-01.png,money could have been disposed of in London
dataset\archive\dataset\l04-141-s00-00.png,"' Easy enough along that stretch of coast road in winter ,"
dataset\archive\dataset\g06-011i-s04-01.png,"lively people , and what a busy town ."
dataset\archive\dataset\e04-004-s01-01.png,"been machine planed , remember to go over each piece with"
dataset\archive\dataset\b04-169-s04-01.png,the bank is made of boys and girls aged 15
dataset\archive\dataset\r06-022-s03-01.png,like a beaten woman and the turtle-doves cried her
dataset\archive\dataset\l04-136-s01-00.png,Moreover he might well have been aware of his
dataset\archive\dataset\d01-085-s03-00.png,A common size of column would hold
dataset\archive\dataset\m01-079-s01-01.png,apartment he garaged his car and then stood
dataset\archive\dataset\m04-012-s03-01.png,Ifor was .
dataset\archive\dataset\b04-202-s01-01.png,the opportunity to show is just as interested in the
dataset\archive\dataset\b06-053-s01-02.png,of organisational dominance
dataset\archive\dataset\f07-081b-s01-03.png,"her writers , music composers and other exponents of"
dataset\archive\dataset\g06-037n-s02-02.png,of Anglesey's unceasing search for
dataset\archive\dataset\a06-051-s04-01.png,"middle of the amazing scene , Mr. Macmillan"
dataset\archive\dataset\m06-106-s01-01.png,and Haris there were many events .
dataset\archive\dataset\g01-025-s00-00.png,In this cruel process which was
dataset\archive\dataset\p02-115-s01-01.png,"Gay , and don't even contemplate throwing"
dataset\archive\dataset\m04-180-s02-00.png,Suddenly he crouched forward .
dataset\archive\dataset\b05-050-s03-02.png,the pitch with their optical
dataset\archive\dataset\n04-048-s02-01.png,"empty , save for the lady known by all habitue"
dataset\archive\dataset\g06-018m-s02-02.png,"rain and damp , but the temperature is high"
dataset\archive\dataset\a02-046-s02-01.png,a posse of police arrived and in less than
dataset\archive\dataset\k02-112-s01-00.png,"His pictures and curtains , indeed I"
dataset\archive\dataset\a03-047-s01-03.png,"in the chancery , or the corridors of the United"
dataset\archive\dataset\b04-147-s02-03.png,front gates .
dataset\archive\dataset\g06-031n-s04-01.png,1tho' I cannot but fear that the
dataset\archive\dataset\k01-051-s00-03.png,the Governors .
dataset\archive\dataset\k01-051-s00-00.png,"Though that was not quite the phrase , for even"
dataset\archive\dataset\c03-081b-s01-01.png,Miss Pinkie Johnstone makes her few brief scenes
dataset\archive\dataset\g07-034-s01-00.png,"So love revived , and in"
dataset\archive\dataset\c01-066-s01-04.png,making propensities of the leisured
dataset\archive\dataset\k04-156-s05-01.png,be so good as to order your men not to molest my
dataset\archive\dataset\l07-135-s00-01.png,haggled with him and within half an hour
dataset\archive\dataset\n04-156-s05-01.png,the vestibule the two men were well
dataset\archive\dataset\c04-013-s00-00.png,"He double-crosses the five pals with whom he lives ,"
dataset\archive\dataset\b04-047-s03-01.png,Scot - and so were four of his predecessors this # century .
